TargetGene,Ensembl_ID
UROS,ENSG00000188690
BCCIP,ENSG00000107949
FANK1,ENSG00000203780
FANK1-AS1,ENSG00000233409
MKI67,ENSG00000148773
MGMT,ENSG00000170430
LINC00959,ENSG00000237489
GLRX3,ENSG00000108010
BNIP3,ENSG00000176171
STK32C,ENSG00000165752
LRRC27,ENSG00000148814
PWWP2B,ENSG00000171813
INPP5A,ENSG00000068383
KNDC1,ENSG00000171798
UTF1,ENSG00000171794
MIR202HG,ENSG00000166917
ADAM8,ENSG00000151651
ZNF511,ENSG00000198546
TUBGCP2,ENSG00000130640
CALY,ENSG00000130643
FUOM,ENSG00000148803
ECHS1,ENSG00000127884
PAOX,ENSG00000148832
MTG1,ENSG00000148824
SCART1,ENSG00000214279
ZNF595,ENSG00000272602
ZNF718,ENSG00000250312
ZNF876P,ENSG00000198155
ABCA11P,ENSG00000251595
ZNF721,ENSG00000182903
PIGG,ENSG00000174227
PDE6B,ENSG00000133256
ATP5I,ENSG00000169020
MYL5,ENSG00000215375
PCGF3,ENSG00000185619
LOC100129917,
CPLX1,ENSG00000168993
TMEM175,ENSG00000127419
GAK,ENSG00000178950
DGKQ,ENSG00000145214
IDUA,ENSG00000127415
SLC26A1,ENSG00000145217
FGFRL1,ENSG00000127418
CTBP1-AS,ENSG00000280927
CTBP1,ENSG00000159692
CTBP1-AS2,ENSG00000196810
MAEA,ENSG00000090316
UVSSA,ENSG00000163945
FAM53A,ENSG00000174137
SLBP,ENSG00000163950
TMEM129,ENSG00000168936
TACC3,ENSG00000013810
FGFR3,ENSG00000068078
LETM1,ENSG00000168924
NELFA,ENSG00000185049
C4orf48,ENSG00000243449
NAT8L,ENSG00000185818
POLN,ENSG00000130997
HAUS3,ENSG00000214367
MXD4,ENSG00000123933
ZFYVE28,ENSG00000159733
CFAP99,ENSG00000206113
RNF4,ENSG00000063978
TNIP2,ENSG00000168884
ADD1,ENSG00000087274
MFSD10,ENSG00000109736
NOP14-AS1,ENSG00000249673
NOP14,ENSG00000087269
GRK4,ENSG00000125388
HTT-AS,ENSG00000251075
HTT,ENSG00000197386
DOK7,ENSG00000175920
LRPAP1,ENSG00000163956
FAM86EP,ENSG00000251669
TMEM128,ENSG00000132406
LYAR,ENSG00000145220
ZBTB49,ENSG00000168826
STX18,ENSG00000168818
STX18-AS1,ENSG00000247708
MSX1,ENSG00000163132
STK32B,ENSG00000152953
EVC2,ENSG00000173040
EVC,ENSG00000072840
JAKMIP1,ENSG00000152969
LOC285484,
WFS1,ENSG00000109501
PPP2R2C,ENSG00000074211
MAN2B2,ENSG00000013288
MRFAP1,ENSG00000179010
LOC105374366,
LOC93622,
S100P,ENSG00000163993
MRFAP1L1,ENSG00000178988
BLOC1S4,ENSG00000186222
KIAA0232,ENSG00000170871
TBC1D14,ENSG00000132405
CCDC96,ENSG00000173013
TADA2B,ENSG00000173011
GRPEL1,ENSG00000109519
FLJ36777,
SORCS2,ENSG00000184985
AFAP1-AS1,ENSG00000272620
AFAP1,ENSG00000196526
ABLIM2,ENSG00000163995
SH3TC1,ENSG00000125089
ACOX3,ENSG00000087008
TRMT44,ENSG00000155275
GPR78,ENSG00000155269
CPZ,ENSG00000109625
WDR1,ENSG00000071127
ZNF518B,ENSG00000178163
RAB28,ENSG00000157869
LINC01097,ENSG00000281202
NKX3-2,ENSG00000109705
LINC01096,ENSG00000246095
BOD1L1,ENSG00000038219
LINC01182,ENSG00000250634
CPEB2-AS1,ENSG00000247624
CPEB2,ENSG00000137449
FBXL5,ENSG00000118564
FAM200B,ENSG00000237765
TAPT1,ENSG00000169762
TAPT1-AS1,ENSG00000263327
QDPR,ENSG00000151552
LAP3,ENSG00000002549
MED28,ENSG00000118579
DCAF16,ENSG00000163257
NCAPG,ENSG00000109805
LCORL,ENSG00000178177
SLIT2,ENSG00000145147
PACRGL,ENSG00000163138
ADGRA3,ENSG00000152990
PPARGC1A,ENSG00000109819
DHX15,ENSG00000109606
SOD3,ENSG00000109610
SEPSECS,ENSG00000109618
SEPSECS-AS1,ENSG00000281501
PI4K2B,ENSG00000038210
ZCCHC4,ENSG00000168228
ANAPC4,ENSG00000053900
SEL1L3,ENSG00000091490
SMIM20,ENSG00000250317
RBPJ,ENSG00000168214
TBC1D19,ENSG00000109680
LOC105374546,
STIM2,ENSG00000109689
LOC102723828,
LOC105377651,
LOC101928622,
LOC100508631,
RELL1,ENSG00000181826
PGM2,ENSG00000169299
LINC01258,ENSG00000249534
KLF3,ENSG00000109787
KLF3-AS1,ENSG00000231160
TLR10,ENSG00000174123
TLR1,ENSG00000174125
TLR6,ENSG00000174130
FAM114A1,ENSG00000197712
TMEM156,ENSG00000121895
WDR19,ENSG00000157796
RFC1,ENSG00000035928
RPL9,ENSG00000163682
LIAS,ENSG00000121897
UGDH,ENSG00000109814
UGDH-AS1,ENSG00000249348
SMIM14,ENSG00000163683
UBE2K,ENSG00000078140
PDS5A,ENSG00000121892
N4BP2,ENSG00000078177
LOC344967,
RHOH,ENSG00000168421
LOC101060498,
CHRNA9,ENSG00000174343
RBM47,ENSG00000163694
APBB2,ENSG00000163697
LINC00682,ENSG00000245870
TMEM33,ENSG00000109133
SLC30A9,ENSG00000014824
ATP8A1,ENSG00000124406
KCTD8,ENSG00000183783
GUF1,ENSG00000151806
GNPDA2,ENSG00000163281
COMMD8,ENSG00000169019
ATP10D,ENSG00000145246
LOC101927157,
NFXL1,ENSG00000170448
NIPAL1,ENSG00000163293
TEC,ENSG00000135605
SLAIN2,ENSG00000109171
SLC10A4,ENSG00000145248
FRYL,ENSG00000075539
OCIAD1,ENSG00000109180
DCUN1D4,ENSG00000109184
SGCB,ENSG00000163069
USP46,ENSG00000109189
USP46-AS1,ENSG00000248866
DANCR,ENSG00000226950
ERVMER34-1,ENSG00000226887
RASL11B,ENSG00000128045
SCFD2,ENSG00000184178
FIP1L1,ENSG00000145216
LNX1-AS2,ENSG00000248494
CHIC2,ENSG00000109220
KIT,ENSG00000157404
SRD5A3,ENSG00000128039
SRD5A3-AS1,ENSG00000249700
TMEM165,ENSG00000134851
CLOCK,ENSG00000134852
PDCL2,ENSG00000163440
NMU,ENSG00000109255
LOC644145,
EXOC1,ENSG00000090989
CEP135,ENSG00000174799
AASDH,ENSG00000157426
PPAT,ENSG00000128059
PAICS,ENSG00000128050
SRP72,ENSG00000174780
THEGL,ENSG00000249693
SPINK2,ENSG00000128040
REST,ENSG00000084093
NOA1,ENSG00000084092
POLR2B,ENSG00000047315
EPHA5,ENSG00000145242
CENPC,ENSG00000145241
UBA6,ENSG00000033178
UBA6-AS1,ENSG00000248049
SYT14P1,ENSG00000215127
TMPRSS11F,ENSG00000198092
YTHDC1,ENSG00000083896
UTP3,ENSG00000132467
RUFY3,ENSG00000018189
GRSF1,ENSG00000132463
MOB1B,ENSG00000173542
DCK,ENSG00000156136
NPFFR2,ENSG00000056291
ADAMTS3,ENSG00000156140
COX18,ENSG00000163626
ANKRD17,ENSG00000132466
RASSF6,ENSG00000169435
CXCL8,ENSG00000169429
CXCL1,ENSG00000163739
CXCL3,ENSG00000163734
PPBPP2,ENSG00000248848
CXCL2,ENSG00000081041
MTHFD2L,ENSG00000163738
EREG,ENSG00000124882
PARM1,ENSG00000169116
RCHY1,ENSG00000163743
THAP6,ENSG00000174796
C4orf26,ENSG00000174792
G3BP2,ENSG00000138757
USO1,ENSG00000138768
NAAA,ENSG00000138744
SDAD1,ENSG00000198301
NUP54,ENSG00000138750
SCARB2,ENSG00000138760
FAM47E,ENSG00000189157
FAM47E-STBD1,ENSG00000272414
STBD1,ENSG00000118804
SEPT11,ENSG00000138758
CCNI,ENSG00000118816
CCNG2,ENSG00000138764
CNOT6L,ENSG00000138767
MRPL1,ENSG00000169288
ANXA3,ENSG00000138772
LINC01094,ENSG00000251442
BMP2K,ENSG00000138756
PAQR3,ENSG00000163291
NAA11,ENSG00000156269
ANTXR2,ENSG00000163297
FGF5,ENSG00000138675
C4orf22,ENSG00000197826
RASGEF1B,ENSG00000138670
HNRNPD,ENSG00000138668
HNRNPDL,ENSG00000152795
ENOPH1,ENSG00000145293
SCD5,ENSG00000145284
SEC31A,ENSG00000138674
THAP9,ENSG00000168152
THAP9-AS1,ENSG00000251022
LIN54,ENSG00000189308
COPS4,ENSG00000138663
COQ2,ENSG00000173085
HPSE,ENSG00000173083
HELQ,ENSG00000163312
MRPS18C,ENSG00000163319
FAM175A,ENSG00000163322
GPAT3,ENSG00000138678
CDS1,ENSG00000163624
WDFY3,ENSG00000163625
WDFY3-AS2,ENSG00000180769
PTPN13,ENSG00000163629
C4orf36,ENSG00000163633
LOC100506746,
AFF1,ENSG00000172493
KLHL8,ENSG00000145332
HSD17B11,ENSG00000198189
NUDT9,ENSG00000170502
PKD2,ENSG00000118762
ABCG2,ENSG00000118777
PPM1K,ENSG00000163644
LOC105369192,
HERC6,ENSG00000138642
HERC5,ENSG00000138646
PYURF,ENSG00000145337
PIGY,ENSG00000255072
LOC101929134,
HERC3,ENSG00000138641
NAP1L5,ENSG00000177432
FAM13A,ENSG00000138640
TIGD2,ENSG00000180346
SNCA-AS1,ENSG00000247775
SNCA,ENSG00000145335
LOC101929210,
SMARCAD1,ENSG00000163104
HPGDS,ENSG00000163106
PDLIM5,ENSG00000163110
STPG2,ENSG00000163116
RAP1GDS1,ENSG00000138698
TSPAN5,ENSG00000168785
EIF4E,ENSG00000151247
METAP1,ENSG00000164024
ADH5,ENSG00000197894
LOC100507053,
TRMT10A,ENSG00000145331
MTTP,ENSG00000138823
DAPP1,ENSG00000070190
LAMTOR3,ENSG00000109270
DNAJB14,ENSG00000164031
H2AFZ,ENSG00000164032
LOC256880,
PPP3CA,ENSG00000138814
FLJ20021,ENSG00000254531
SLC39A8,ENSG00000138821
NFKB1,ENSG00000109320
LOC105377621,
MANBA,ENSG00000109323
UBE2D3,ENSG00000109332
LOC105377348,
CISD2,ENSG00000145354
SLC9B1,ENSG00000164037
SLC9B2,ENSG00000164038
BDH2,ENSG00000164039
CENPE,ENSG00000138778
CXXC4-AS1,ENSG00000245384
CXXC4,ENSG00000168772
TET2-AS1,ENSG00000251586
PPA2,ENSG00000138777
INTS12,ENSG00000138785
GSTCD,ENSG00000138780
AIMP1,ENSG00000164022
TBCK,ENSG00000145348
PAPSS1,ENSG00000138801
CYP2U1,ENSG00000155016
HADH,ENSG00000138796
LEF1,ENSG00000138795
LEF1-AS1,ENSG00000232021
RPL34-AS1,ENSG00000234492
RPL34,ENSG00000109475
OSTC,ENSG00000198856
ETNPPL,ENSG00000164089
SEC24B,ENSG00000138802
SEC24B-AS1,ENSG00000247950
MCUB,ENSG00000005059
CASP6,ENSG00000138794
PLA2G12A,ENSG00000123739
GAR1,ENSG00000109534
EGF,ENSG00000138798
ELOVL6,ENSG00000170522
C4orf32,ENSG00000174749
AP1AR,ENSG00000138660
TIFA,ENSG00000145365
ALPK1,ENSG00000073331
NEUROG2,ENSG00000178403
LARP7,ENSG00000174720
ZGRF1,ENSG00000138658
UGT8,ENSG00000174607
TRAM1L1,ENSG00000174599
SNHG8,ENSG00000269893
PRSS12,ENSG00000164099
LOC101929741,
METTL14,ENSG00000145388
SEC24D,ENSG00000150961
SYNPO2,ENSG00000172403
USP53,ENSG00000145390
LOC101929762,
C4orf3,ENSG00000164096
GTF2IP12,ENSG00000283050
LOC645513,
PDE5A,ENSG00000138735
MAD2L1,ENSG00000164109
ANXA5,ENSG00000164111
EXOSC9,ENSG00000123737
CCNA2,ENSG00000145386
BBS7,ENSG00000138686
CETN4P,ENSG00000224786
BBS12,ENSG00000181004
FGF2,ENSG00000138685
NUDT6,ENSG00000170917
SPATA5,ENSG00000145375
SPRY1,ENSG00000164056
ANKRD50,ENSG00000151458
INTU,ENSG00000164066
HSPA4L,ENSG00000164070
PLK4,ENSG00000142731
ABHD18,ENSG00000164074
MFSD8,ENSG00000164073
LARP1B,ENSG00000138709
PGRMC2,ENSG00000164040
LOC100507487,
JADE1,ENSG00000077684
SCLT1,ENSG00000151466
C4orf33,ENSG00000151470
LOC101927359,
PCDH10,ENSG00000138650
PABPC4L,ENSG00000254535
SLC7A11,ENSG00000151012
NOCT,ENSG00000151014
ELF2,ENSG00000109381
NAA15,ENSG00000164134
NDUFC1,ENSG00000109390
RAB33B,ENSG00000172007
SETD7,ENSG00000145391
MGST2,ENSG00000085871
MAML3,ENSG00000196782
SCOC-AS1,ENSG00000196951
SCOC,ENSG00000153130
CLGN,ENSG00000153132
ELMOD2,ENSG00000179387
RNF150,ENSG00000170153
ZNF330,ENSG00000109445
LOC100507639,
IL15,ENSG00000164136
LOC105377623,
USP38,ENSG00000170185
GAB1,ENSG00000109458
SMARCA5,ENSG00000153147
SMARCA5-AS1,ENSG00000245112
GYPE,ENSG00000197465
LOC101927636,
GYPB,ENSG00000250361
GYPA,ENSG00000170180
ABCE1,ENSG00000164163
ANAPC10,ENSG00000164162
MMAA,ENSG00000151611
LSM6,ENSG00000164167
SLC10A7,ENSG00000120519
TTC29,ENSG00000137473
TMEM184C,ENSG00000164168
PRMT9,ENSG00000164169
ARHGAP10,ENSG00000071205
NR3C2,ENSG00000151623
DCLK2,ENSG00000170390
LRBA,ENSG00000198589
RPS3A,ENSG00000145425
PRSS48,ENSG00000189099
FAM160A1,ENSG00000164142
GATB,ENSG00000059691
FBXW7,ENSG00000109670
DKFZP434I0714,ENSG00000268471
TMEM154,ENSG00000170006
TIGD4,ENSG00000169989
ARFIP1,ENSG00000164144
LOC729870,
TRIM2,ENSG00000109654
MND1,ENSG00000121211
KIAA0922,ENSG00000121210
LOC100419170,
PLRG1,ENSG00000171566
LRAT,ENSG00000121207
LOC102724776,
GUCY1B3,ENSG00000061918
CTSO,ENSG00000256043
FAM198B,ENSG00000164125
TMEM144,ENSG00000164124
ETFDH,ENSG00000171503
C4orf46,ENSG00000205208
PPID,ENSG00000171497
FNIP2,ENSG00000052795
NAF1,ENSG00000145414
NPY1R,ENSG00000164128
TKTL2,ENSG00000151005
TMA16,ENSG00000198498
FAM218A,ENSG00000250486
TMEM192,ENSG00000170088
KLHL2,ENSG00000109466
MSMO1,ENSG00000052802
LOC101928131,
DDX60,ENSG00000137628
DDX60L,ENSG00000181381
CBR4,ENSG00000145439
SH3RF1,ENSG00000154447
NEK1,ENSG00000137601
CLCN3,ENSG00000109572
HPF1,ENSG00000056050
MFAP3L,ENSG00000198948
AADAT,ENSG00000109576
GALNT7,ENSG00000109586
LOC101930370,
HMGB2,ENSG00000164104
SAP30,ENSG00000164105
HAND2,ENSG00000164107
HAND2-AS1,ENSG00000237125
CEP44,ENSG00000164118
FBXO8,ENSG00000164117
HPGD,ENSG00000164120
GLRA3,ENSG00000145451
WDR17,ENSG00000150627
SPATA4,ENSG00000150628
SPCS3,ENSG00000129128
NEIL3,ENSG00000109674
AGA,ENSG00000038002
LINC01098,ENSG00000231171
DCTD,ENSG00000129187
WWC2-AS2,ENSG00000251359
WWC2,ENSG00000151718
WWC2-AS1,ENSG00000251128
CDKN2AIP,ENSG00000168564
LOC389247,
ING2,ENSG00000168556
RWDD4,ENSG00000182552
TRAPPC11,ENSG00000168538
IRF2,ENSG00000168310
CASP3,ENSG00000164305
PRIMPOL,ENSG00000164306
CENPU,ENSG00000151725
ACSL1,ENSG00000151726
SLC25A4,ENSG00000151729
CFAP97,ENSG00000164323
SNX25,ENSG00000109762
ANKRD37,ENSG00000186352
UFSP2,ENSG00000109775
LOC105377590,
CCDC110,ENSG00000168491
PDLIM3,ENSG00000154553
FAM149A,ENSG00000109794
FLJ38576,ENSG00000279943
CYP4V2,ENSG00000145476
F11-AS1,ENSG00000251165
FAT1,ENSG00000083857
FRG1,ENSG00000109536
PLCXD1,ENSG00000182378
LINC00685,ENSG00000226179
PPP2R3B,ENSG00000167393
SLC25A6,ENSG00000169100
ASMTL,ENSG00000169093
AKAP17A,ENSG00000197976
ZBED1,ENSG00000214717
DHRSX,ENSG00000169084
CD99P1,ENSG00000223773
LINC00102,ENSG00000230542
CD99,ENSG00000002586
GYG2,ENSG00000056998
PRKX,ENSG00000183943
STS,ENSG00000101846
PUDP,ENSG00000130021
PNPLA4,ENSG00000006757
TBL1X,ENSG00000101849
WWC3,ENSG00000047644
HCCS,ENSG00000004961
MSL3,ENSG00000005302
PRPS2,ENSG00000101911
TMSB4X,ENSG00000205542
TCEANC,ENSG00000176896
RAB9A,ENSG00000123595
TRAPPC2,ENSG00000196459
OFD1,ENSG00000046651
GEMIN8,ENSG00000046647
GLRA2,ENSG00000101958
FANCB,ENSG00000181544
MOSPD2,ENSG00000130150
ASB9,ENSG00000102048
PIGA,ENSG00000165195
PIR,ENSG00000087842
CA5BP1,ENSG00000186312
CA5B,ENSG00000169239
ZRSR2,ENSG00000169249
AP1S2,ENSG00000182287
GRPR,ENSG00000126010
CTPS2,ENSG00000047230
SYAP1,ENSG00000169895
TXLNG,ENSG00000086712
RBBP7,ENSG00000102054
REPS2,ENSG00000169891
SCML1,ENSG00000047634
SCML2,ENSG00000102098
CDKL5,ENSG00000008086
PHKA2,ENSG00000044446
PDHA1,ENSG00000131828
SH3KBP1,ENSG00000147010
EIF1AX,ENSG00000173674
RPS6KA3,ENSG00000177189
MBTPS2,ENSG00000012174
SMS,ENSG00000102172
DDX53,ENSG00000184735
PRDX4,ENSG00000123131
ACOT9,ENSG00000123130
SAT1,ENSG00000130066
APOO,ENSG00000184831
CXorf58,ENSG00000165182
KLHL15,ENSG00000174010
EIF2S3,ENSG00000130741
ZFX,ENSG00000005889
ZFX-AS1,ENSG00000234230
PDK3,ENSG00000067992
PCYT1B,ENSG00000102230
POLA1,ENSG00000101868
ARX,ENSG00000004848
MAGEB2,ENSG00000099399
GK,ENSG00000198814
TAB3,ENSG00000157625
TMEM47,ENSG00000147027
PRRG1,ENSG00000130962
LANCL3,ENSG00000147036
XK,ENSG00000047597
DYNLT3,ENSG00000165169
RPGR,ENSG00000156313
TSPAN7,ENSG00000156298
MID1IP1,ENSG00000165175
MID1IP1-AS1,ENSG00000238123
BCOR,ENSG00000183337
LOC101927476,
ATP6AP2,ENSG00000182220
CXorf38,ENSG00000185753
MED14OS,ENSG00000234636
MED14,ENSG00000180182
USP9X,ENSG00000124486
DDX3X,ENSG00000215301
CASK,ENSG00000147044
MAOA,ENSG00000189221
MAOB,ENSG00000069535
EFHC2,ENSG00000183690
FUNDC1,ENSG00000069509
DUSP21,ENSG00000189037
KDM6A,ENSG00000147050
KRBOX4,ENSG00000147121
ZNF674,ENSG00000251192
ZNF674-AS1,ENSG00000230844
SLC9A7,ENSG00000065923
RP2,ENSG00000102218
NDUFB11,ENSG00000147123
RBM10,ENSG00000182872
UBA1,ENSG00000130985
INE1,ENSG00000224975
CDK16,ENSG00000102225
USP11,ENSG00000102226
LINC01560,ENSG00000196741
ZNF41,ENSG00000147124
ARAF,ENSG00000078061
TIMP1,ENSG00000102265
SYN1,ENSG00000008056
CFP,ENSG00000126759
ELK1,ENSG00000126767
UXT-AS1,ENSG00000267064
UXT,ENSG00000126756
CXXC1P1,ENSG00000187893
ZNF81,ENSG00000197779
ZNF182,ENSG00000147118
ZNF630,ENSG00000221994
SSX1,ENSG00000126752
SSX3,ENSG00000165584
SLC38A5,ENSG00000017483
FTSJ1,ENSG00000068438
LOC101927635,
PORCN,ENSG00000102312
EBP,ENSG00000147155
TBC1D25,ENSG00000068354
RBM3,ENSG00000102317
WDR13,ENSG00000101940
WAS,ENSG00000015285
SUV39H1,ENSG00000101945
GLOD5,ENSG00000171433
GATA1,ENSG00000102145
HDAC6,ENSG00000094631
PQBP1,ENSG00000102103
TIMM17B,ENSG00000126768
SLC35A2,ENSG00000102100
PIM2,ENSG00000102096
OTUD5,ENSG00000068308
KCND1,ENSG00000102057
GRIPAP1,ENSG00000068400
TFE3,ENSG00000068323
WDR45,ENSG00000196998
GPKOW,ENSG00000068394
MAGIX,ENSG00000269313
PLP2,ENSG00000102007
PRICKLE3,ENSG00000012211
SYP-AS1,ENSG00000237341
SYP,ENSG00000102003
CCDC22,ENSG00000101997
PPP1R3F,ENSG00000049769
PAGE4,ENSG00000101951
USP27X-AS1,ENSG00000234390
USP27X,ENSG00000273820
CLCN5,ENSG00000171365
NUDT11,ENSG00000196368
GSPT2,ENSG00000189369
TSPYL2,ENSG00000184205
KANTR,ENSG00000232593
KDM5C,ENSG00000126012
IQSEC2,ENSG00000124313
SMC1A,ENSG00000072501
RIBC1,ENSG00000158423
HSD17B10,ENSG00000072506
HUWE1,ENSG00000086758
PHF8,ENSG00000172943
FAM120C,ENSG00000184083
TSR2,ENSG00000158526
FGD1,ENSG00000102302
GNL3L,ENSG00000130119
MAGED2,ENSG00000102316
APEX2,ENSG00000169188
ALAS2,ENSG00000158578
FAM104B,ENSG00000182518
MTRNR2L10,ENSG00000256045
PAGE5,ENSG00000158639
MAGEH1,ENSG00000187601
USP51,ENSG00000247746
RRAGB,ENSG00000083750
KLF8,ENSG00000102349
UBQLN2,ENSG00000188021
NBDY,ENSG00000204272
SPIN3,ENSG00000204271
SPIN2B,ENSG00000186787
FAAH2,ENSG00000165591
SPIN4,ENSG00000186767
LINC01278,ENSG00000235437
ARHGEF9,ENSG00000131089
AMER1,ENSG00000184675
MTMR8,ENSG00000102043
LAS1L,ENSG00000001497
MSN,ENSG00000147065
HEPH,ENSG00000089472
OPHN1,ENSG00000079482
YIPF6,ENSG00000181704
STARD8,ENSG00000130052
EFNB1,ENSG00000090776
PJA1,ENSG00000181191
EDA,ENSG00000158813
IGBP1,ENSG00000089289
DGAT2L6,ENSG00000184210
PDZD11,ENSG00000120509
KIF4A,ENSG00000090889
DLG3,ENSG00000082458
DLG3-AS1,ENSG00000231651
TEX11,ENSG00000120498
SNX12,ENSG00000147164
FOXO4,ENSG00000184481
CXorf65,ENSG00000204165
IL2RG,ENSG00000147168
MED12,ENSG00000184634
ZMYM3,ENSG00000147130
NONO,ENSG00000147140
ITGB1BP2,ENSG00000147166
TAF1,ENSG00000147133
OGT,ENSG00000147162
GCNA,ENSG00000147174
RGAG4,ENSG00000242732
PIN4,ENSG00000102309
ERCC6L,ENSG00000186871
RPS4X,ENSG00000198034
CITED1,ENSG00000125931
HDAC8,ENSG00000147099
PHKA1,ENSG00000067177
MAP2K4P1,ENSG00000269904
CHIC1,ENSG00000204116
XIST,ENSG00000229807
JPX,ENSG00000225470
FTX,ENSG00000230590
RLIM,ENSG00000131263
ABCB7,ENSG00000131269
UPRT,ENSG00000094841
PBDC1,ENSG00000102390
MAGEE1,ENSG00000198934
ATRX,ENSG00000085224
MAGT1,ENSG00000102158
COX7B,ENSG00000131174
ATP7A,ENSG00000165240
PGK1,ENSG00000102144
TAF9B,ENSG00000187325
ITM2A,ENSG00000078596
CHMP1B2P,ENSG00000278530
BRWD3,ENSG00000165288
SH3BGRL,ENSG00000131171
HMGN5,ENSG00000198157
APOOL,ENSG00000155008
SATL1,ENSG00000184788
ZNF711,ENSG00000147180
CHM,ENSG00000188419
KLHL4,ENSG00000102271
SYTL4,ENSG00000102362
CSTF2,ENSG00000101811
XKRX,ENSG00000182489
TRMT2B,ENSG00000188917
TIMM8A,ENSG00000126953
BTK,ENSG00000010671
RPL36A,ENSG00000241343
RPL36A-HNRNPH2,ENSG00000257529
GLA,ENSG00000102393
HNRNPH2,ENSG00000126945
ARMCX6,ENSG00000198960
ARMCX3,ENSG00000102401
ZMAT1,ENSG00000166432
BEX5,ENSG00000184515
TMSB15A,ENSG00000158164
ARMCX5-GPRASP2,ENSG00000271147
ARMCX5,ENSG00000125962
BHLHB9,ENSG00000198908
LINC00630,ENSG00000223546
BEX4,ENSG00000102409
TCEAL8,ENSG00000180964
BEX2,ENSG00000133134
TCEAL9,ENSG00000185222
LOC105373300,
TCEAL4,ENSG00000133142
TCEAL1,ENSG00000172465
MORF4L2,ENSG00000123562
MORF4L2-AS1,ENSG00000231154
RAB9B,ENSG00000123570
SLC25A53,ENSG00000269743
FAM199X,ENSG00000123575
IL1RAPL2,ENSG00000189108
CXorf57,ENSG00000147231
TBC1D8B,ENSG00000133138
MORC4,ENSG00000133131
RBM41,ENSG00000089682
NUP62CL,ENSG00000198088
PIH1D3,ENSG00000080572
PRPS1,ENSG00000147224
TSC22D3,ENSG00000157514
NCBP2L,ENSG00000170935
PSMD10,ENSG00000101843
ATG4A,ENSG00000101844
COL4A5,ENSG00000188153
ACSL4,ENSG00000068366
TMEM164,ENSG00000157600
AMMECR1,ENSG00000101935
RGAG1,ENSG00000243978
ALG13,ENSG00000101901
AMOT,ENSG00000126016
KLHL13,ENSG00000003096
WDR44,ENSG00000131725
DOCK11,ENSG00000147251
IL13RA1,ENSG00000131724
ZCCHC12,ENSG00000174460
LINC01285,ENSG00000203650
LONRF3,ENSG00000175556
PGRMC1,ENSG00000101856
SLC25A43,ENSG00000077713
SLC25A5,ENSG00000005022
SLC25A5-AS1,ENSG00000224281
CXorf56,ENSG00000018610
UBE2A,ENSG00000077721
NKRF,ENSG00000186416
SEPT6,ENSG00000125354
SOWAHD,ENSG00000187808
RPL39,ENSG00000198918
UPF3B,ENSG00000125351
NDUFA1,ENSG00000125356
RNF113A,ENSG00000125352
NKAP,ENSG00000101882
NKAPP1,ENSG00000233382
ZBTB33,ENSG00000177485
LAMP2,ENSG00000005893
CUL4B,ENSG00000158290
MCTS1,ENSG00000232119
C1GALT1C1,ENSG00000171155
GLUD2,ENSG00000182890
THOC2,ENSG00000125676
XIAP,ENSG00000101966
LOC101928402,
STAG2,ENSG00000101972
SH2D1A,ENSG00000183918
OCRL,ENSG00000122126
APLN,ENSG00000171388
ZDHHC9,ENSG00000188706
UTP14A,ENSG00000156697
ELF4,ENSG00000102034
AIFM1,ENSG00000156709
ZNF280C,ENSG00000056277
SLC25A14,ENSG00000102078
RBMX2,ENSG00000134597
ENOX2,ENSG00000165675
IGSF1,ENSG00000147255
FIRRE,ENSG00000213468
STK26,ENSG00000134602
RAP2C-AS1,ENSG00000232160
RAP2C,ENSG00000123728
GPC3,ENSG00000147257
PHF6,ENSG00000156531
HPRT1,ENSG00000165704
LINC00629,ENSG00000227060
FAM122B,ENSG00000156504
FAM122C,ENSG00000156500
MOSPD1,ENSG00000101928
SMIM10,ENSG00000184785
FAM127A,ENSG00000134590
FAM127B,ENSG00000203950
SMIM10L2B,ENSG00000196972
CT55,ENSG00000169551
ZNF75D,ENSG00000186376
ZNF449,ENSG00000173275
SMIM10L2A,ENSG00000178947
INTS6L,ENSG00000165359
DDX26B-AS1,ENSG00000225235
SAGE1,ENSG00000181433
MMGT1,ENSG00000169446
SLC9A6,ENSG00000198689
FHL1,ENSG00000022267
MAP7D3,ENSG00000129680
HTATSF1,ENSG00000102241
ARHGEF6,ENSG00000129675
RBMX,ENSG00000147274
GPR101,ENSG00000165370
FGF13,ENSG00000129682
LOC389895,
LDOC1,ENSG00000182195
MAGEC1,ENSG00000155495
MAGEC2,ENSG00000046774
FMR1-AS1,ENSG00000268066
FMR1,ENSG00000102081
FMR1NB,ENSG00000176988
IDS,ENSG00000010404
LINC00893,ENSG00000241769
TMEM185A,ENSG00000269556
MAGEA8,ENSG00000156009
CXorf40B,ENSG00000197021
LINC00894,ENSG00000235703
MTM1,ENSG00000171100
MTMR1,ENSG00000063601
CD99L2,ENSG00000102181
HMGB3,ENSG00000029993
VMA21,ENSG00000160131
PASD1,ENSG00000166049
GABRE,ENSG00000102287
GABRA3,ENSG00000011677
GABRQ,ENSG00000268089
CSAG1,ENSG00000198930
MAGEA12,ENSG00000213401
CSAG4,ENSG00000242599
CETN2,ENSG00000147400
NSDHL,ENSG00000147383
MAGEA1,ENSG00000198681
ZNF275,ENSG00000063587
HAUS7,ENSG00000213397
BGN,ENSG00000182492
FAM58A,ENSG00000262919
